SubjectID TrialNum Amplitude Width StartPos TargetPos Time Success CursorPos (x, y)
13 6 555 100 (609,356) (77,195) 761 1 (119,155)
13 6 555 100 (609,356) (77,195) 769 1 (119,155)
13 6 555 100 (609,356) (77,195) 788 1 (119,155)
13 6 555 100 (609,356) (77,195) 798 1 (119,155)
13 6 555 100 (609,356) (77,195) 814 1 (119,155)
13 6 555 100 (609,356) (77,195) 834 1 (119,155)
13 6 555 100 (609,356) (77,195) 854 1 (119,155)
13 6 555 100 (609,356) (77,195) 860 1 (119,155)
13 6 555 100 (609,356) (77,195) 880 1 (119,155)
13 6 555 100 (609,356) (77,195) 900 1 (119,155)
13 6 555 100 (609,356) (77,195) 907 1 (119,155)
13 6 555 100 (609,356) (77,195) 927 1 (119,155)
13 6 555 100 (609,356) (77,195) 947 1 (119,155)
13 6 555 100 (609,356) (77,195) 960 1 (119,155)
13 6 555 100 (609,356) (77,195) 974 1 (119,155)
13 6 555 100 (609,356) (77,195) 994 1 (119,155)
13 6 555 100 (609,356) (77,195) 1001 1 (119,155)
13 6 555 100 (609,356) (77,195) 1021 1 (119,155)
13 6 555 100 (609,356) (77,195) 1041 1 (119,155)
13 6 555 100 (609,356) (77,195) 1047 1 (119,155)
13 6 555 100 (609,356) (77,195) 1067 1 (119,155)
13 6 555 100 (609,356) (77,195) 1077 1 (119,155) ß-- cursor position when the target is clicked
13 7 444 100 (543,317) (107,235) 13 1 (547,316) ß-- cursor position when the start button is clicked.
13 7 444 100 (543,317) (107,235) 32 1 (547,316)
13 7 444 100 (543,317) (107,235) 40 1 (547,316)
13 7 444 100 (543,317) (107,235) 60 1 (547,316)
13 7 444 100 (543,317) (107,235) 70 1 (547,316)
13 7 444 100 (543,317) (107,235) 86 1 (547,316)
13 7 444 100 (543,317) (107,235) 105 1 (547,316)
13 7 444 100 (543,317) (107,235) 125 1 (547,316)
13 7 444 100 (543,317) (107,235) 133 1 (547,316)
13 7 444 100 (543,317) (107,235) 148 1 (547,316)
13 7 444 100 (543,317) (107,235) 168 1 (547,316)
13 7 444 100 (543,317) (107,235) 181 1 (547,316)
13 7 444 100 (543,317) (107,235) 200 1 (547,316)
